question-id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
Q1,0.0,0.0,0.166666666666667,0.166666666666667,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.25,0.0,0.0833333333333333,0.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.583333333333333,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.166666666666667,0.0,0.0833333333333333,0.166666666666667,0.166666666666667,0.0833333333333333,0.166666666666667,0.0,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.166666666666667,0.0,0.0833333333333333,0.0833333333333333,0.0,1.0
Q10,0.0833333333333334,0.125,0.0833333333333334,0.166666666666667,0.0,0.0,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.0,0.0416666666666667,0.0,0.375,0.0416666666666667,0.0833333333333334,0.0833333333333334,0.0416666666666667,0.0833333333333334,0.0,0.0833333333333334,0.0,0.0,0.208333333333333,0.0,0.5416666666666671,0.0,0.0,0.0,0.125,0.125,0.0,0.0416666666666667,0.0,0.0,0.0,0.0,0.0833333333333334,0.0,0.0833333333333334,0.0833333333333334,0.0,0.125,0.166666666666667,0.166666666666667,0.0,0.0416666666666667,0.0,0.0416666666666667,0.0,0.0416666666666667,0.0,0.0,0.208333333333333,0.0,0.0416666666666667,0.25,0.0,1.0
Q11,0.0,0.0454545454545455,0.22727272727272702,0.136363636363636,0.0,0.0,0.0,0.0,0.09090909090909101,0.0,0.0454545454545455,0.0,0.22727272727272702,0.0,0.136363636363636,0.136363636363636,0.0,0.0454545454545455,0.0,0.0,0.0,0.0,0.09090909090909101,0.0,0.590909090909092,0.0,0.0454545454545455,0.0,0.0454545454545455,0.0,0.09090909090909101,0.136363636363636,0.0454545454545455,0.0,0.0,0.0454545454545455,0.0,0.0,0.0454545454545455,0.09090909090909101,0.0,0.0454545454545455,0.0454545454545455,0.18181818181818202,0.0,0.09090909090909101,0.0,0.0454545454545455,0.0,0.0,0.136363636363636,0.0,0.09090909090909101,0.0,0.09090909090909101,0.22727272727272702,0.0,1.0
Q12,0.04,0.08,0.08,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.28,0.08,0.08,0.08,0.0,0.12,0.0,0.0,0.0,0.0,0.08,0.0,0.44,0.0,0.04,0.0,0.12,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.08,0.04,0.12,0.16,0.16,0.04,0.04,0.0,0.0,0.04,0.0,0.08,0.0,0.2,0.0,0.04,0.16,0.0,1.0
Q13,0.0,0.0909090909090909,0.0,0.18181818181818202,0.0909090909090909,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.45454545454545403,0.0,0.0909090909090909,0.0,0.18181818181818202,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.18181818181818202,0.0,0.18181818181818202,0.0909090909090909,0.18181818181818202,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0,1.0
Q14,0.0,0.0625,0.0625,0.1875,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.4375,0.0625,0.0,0.0,0.125,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0625,0.0,0.125,0.1875,0.1875,0.0,0.0625,0.0,0.0625,0.0,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.125,0.0,1.0
Q15,0.0,0.0526315789473684,0.0526315789473684,0.10526315789473699,0.0,0.0526315789473684,0.0,0.0526315789473684,0.0526315789473684,0.0,0.0526315789473684,0.0,0.21052631578947398,0.10526315789473699,0.157894736842105,0.10526315789473699,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.10526315789473699,0.0,0.631578947368421,0.0,0.0,0.0,0.0526315789473684,0.0,0.0526315789473684,0.10526315789473699,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.21052631578947398,0.157894736842105,0.0,0.21052631578947398,0.0,0.0,0.0,0.0,0.10526315789473699,0.10526315789473699,0.10526315789473699,0.0,0.0526315789473684,0.10526315789473699,0.0,1.0
Q16,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.18181818181818202,0.0,0.6363636363636359,0.0,0.0909090909090909,0.0,0.18181818181818202,0.0,0.0,0.0909090909090909,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.18181818181818202,0.18181818181818202,0.272727272727273,0.0,0.272727272727273,0.0,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0909090909090909,0.272727272727273,0.0,1.0
Q17,0.0,0.0,0.0909090909090909,0.18181818181818202,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.18181818181818202,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818202,0.0,0.545454545454545,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.18181818181818202,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.18181818181818202,0.0,0.0909090909090909,0.18181818181818202,0.0909090909090909,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.18181818181818202,0.0,0.18181818181818202,0.0,0.0909090909090909,0.18181818181818202,0.0,1.0
Q18,0.0434782608695652,0.0434782608695652,0.0,0.130434782608696,0.0,0.0,0.0,0.0434782608695652,0.0869565217391304,0.0,0.0434782608695652,0.0,0.21739130434782603,0.0,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.0,0.0434782608695652,0.0,0.0,0.17391304347826098,0.0,0.608695652173913,0.0,0.0,0.0,0.21739130434782603,0.0869565217391304,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0434782608695652,0.0869565217391304,0.0434782608695652,0.21739130434782603,0.21739130434782603,0.260869565217391,0.0,0.0434782608695652,0.0,0.0,0.0,0.0434782608695652,0.0,0.0434782608695652,0.0869565217391304,0.0,0.0,0.21739130434782603,0.0434782608695652,1.0
Q19,0.0,0.0714285714285714,0.0714285714285714,0.0357142857142857,0.0,0.0,0.0,0.0357142857142857,0.0714285714285714,0.0,0.0,0.0,0.214285714285714,0.0,0.0714285714285714,0.107142857142857,0.0357142857142857,0.0357142857142857,0.0,0.0,0.0,0.0,0.14285714285714302,0.0,0.6785714285714279,0.0,0.0357142857142857,0.0,0.107142857142857,0.0357142857142857,0.0,0.17857142857142802,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0357142857142857,0.0357142857142857,0.0,0.107142857142857,0.107142857142857,0.28571428571428603,0.0,0.0714285714285714,0.0,0.0,0.0357142857142857,0.0,0.0357142857142857,0.0,0.107142857142857,0.0,0.0714285714285714,0.14285714285714302,0.0,1.0
Q2,0.0,0.0,0.0666666666666667,0.2,0.0,0.0,0.0,0.0,0.133333333333333,0.0,0.0,0.0,0.2,0.0,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0,0.0666666666666667,0.0,0.0,0.133333333333333,0.0,0.6,0.0,0.0,0.0,0.2,0.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666667,0.0,0.0666666666666667,0.133333333333333,0.0666666666666667,0.2,0.133333333333333,0.2,0.0,0.133333333333333,0.0,0.0,0.0,0.0666666666666667,0.0,0.0666666666666667,0.133333333333333,0.0,0.0666666666666667,0.133333333333333,0.0,1.0
Q20,0.0526315789473684,0.0526315789473684,0.10526315789473699,0.10526315789473699,0.0,0.0,0.0,0.0,0.10526315789473699,0.0,0.0526315789473684,0.0,0.21052631578947398,0.0,0.10526315789473699,0.0526315789473684,0.0,0.10526315789473699,0.0,0.0,0.0,0.0,0.157894736842105,0.0,0.578947368421053,0.0,0.0,0.0,0.157894736842105,0.0,0.0526315789473684,0.0,0.0526315789473684,0.0,0.10526315789473699,0.0,0.0,0.0,0.0,0.10526315789473699,0.0526315789473684,0.157894736842105,0.157894736842105,0.157894736842105,0.0,0.31578947368421,0.0,0.0,0.0,0.0,0.0,0.10526315789473699,0.157894736842105,0.0,0.10526315789473699,0.263157894736842,0.0,1.0
Q21,0.0,0.0,0.0,0.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666666667,0.0,0.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666666667,0.0,0.166666666666667,0.0,0.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666666667,0.333333333333334,0.0,0.166666666666667,0.0,0.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666666667,0.0,0.0,0.0,0.0,0.166666666666667,0.0,1.0
Q22,0.0625,0.125,0.0625,0.25,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.3125,0.0,0.125,0.125,0.0625,0.0625,0.0,0.0625,0.0,0.0,0.125,0.0,0.5,0.0,0.0,0.0,0.1875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.125,0.0625,0.0,0.1875,0.0625,0.1875,0.0,0.0625,0.0,0.0,0.0625,0.125,0.0,0.0,0.1875,0.0,0.0625,0.1875,0.0,1.0
Q23,0.0,0.0,0.125,0.0625,0.0625,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.25,0.0,0.0625,0.125,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0625,0.6875,0.0,0.0625,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0625,0.0,0.125,0.125,0.25,0.0625,0.1875,0.0,0.0,0.0,0.0,0.125,0.125,0.0625,0.0,0.0625,0.125,0.0,1.0
Q24,0.0,0.04,0.12,0.08,0.08,0.0,0.0,0.04,0.08,0.0,0.04,0.0,0.24,0.0,0.12,0.12,0.0,0.08,0.04,0.0,0.0,0.0,0.16,0.04,0.6,0.0,0.0,0.04,0.08,0.04,0.04,0.08,0.12,0.0,0.0,0.0,0.0,0.04,0.0,0.08,0.0,0.08,0.16,0.16,0.0,0.08,0.0,0.0,0.0,0.0,0.12,0.0,0.16,0.0,0.08,0.16,0.0,1.0
Q25,0.0,0.0,0.222222222222222,0.111111111111111,0.111111111111111,0.0,0.0,0.0,0.111111111111111,0.0,0.0,0.0,0.111111111111111,0.0,0.0,0.0,0.0,0.111111111111111,0.0,0.0,0.0,0.0,0.111111111111111,0.111111111111111,0.6666666666666661,0.0,0.0,0.0,0.222222222222222,0.0,0.0,0.0,0.111111111111111,0.0,0.0,0.111111111111111,0.0,0.0,0.0,0.111111111111111,0.0,0.222222222222222,0.222222222222222,0.222222222222222,0.0,0.222222222222222,0.0,0.0,0.0,0.0,0.111111111111111,0.111111111111111,0.111111111111111,0.0,0.111111111111111,0.111111111111111,0.0,1.0
Q26,0.0,0.0,0.125,0.0833333333333334,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0416666666666667,0.0,0.208333333333333,0.0,0.0,0.0,0.0416666666666667,0.0416666666666667,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.5416666666666671,0.0,0.0,0.0,0.0416666666666667,0.0833333333333334,0.0,0.0833333333333334,0.0416666666666667,0.0,0.0,0.0,0.0416666666666667,0.0,0.0416666666666667,0.0416666666666667,0.0,0.0416666666666667,0.166666666666667,0.125,0.0416666666666667,0.0833333333333334,0.0,0.0,0.0416666666666667,0.0,0.0,0.0416666666666667,0.0833333333333334,0.0,0.0416666666666667,0.125,0.0,1.0
Q27,0.0,0.0,0.0588235294117647,0.11764705882352902,0.0,0.0588235294117647,0.0,0.0,0.0588235294117647,0.0,0.0588235294117647,0.0,0.294117647058823,0.0588235294117647,0.11764705882352902,0.11764705882352902,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0,0.0,0.11764705882352902,0.0,0.647058823529411,0.0,0.0,0.0,0.11764705882352902,0.0,0.0,0.0588235294117647,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0588235294117647,0.0588235294117647,0.17647058823529396,0.17647058823529396,0.23529411764705804,0.0,0.17647058823529396,0.0,0.0,0.0,0.0,0.17647058823529396,0.0588235294117647,0.23529411764705901,0.0588235294117647,0.0588235294117647,0.17647058823529396,0.0,1.0
Q28,0.0,0.032258064516129,0.193548387096774,0.096774193548387,0.032258064516129,0.0,0.0,0.0,0.096774193548387,0.0,0.032258064516129,0.0,0.29032258064516103,0.032258064516129,0.129032258064516,0.096774193548387,0.064516129032258,0.096774193548387,0.0,0.064516129032258,0.0,0.0,0.129032258064516,0.032258064516129,0.6129032258064511,0.0,0.0,0.0,0.129032258064516,0.096774193548387,0.032258064516129,0.064516129032258,0.032258064516129,0.0,0.0,0.032258064516129,0.064516129032258,0.0,0.064516129032258,0.032258064516129,0.032258064516129,0.129032258064516,0.096774193548387,0.193548387096774,0.0,0.129032258064516,0.0,0.0,0.032258064516129,0.032258064516129,0.032258064516129,0.096774193548387,0.096774193548387,0.0,0.032258064516129,0.193548387096774,0.0,1.0
Q29,0.0,0.0666666666666667,0.133333333333333,0.0,0.0,0.0,0.0,0.0,0.0666666666666667,0.0,0.0,0.0,0.266666666666667,0.0,0.0666666666666667,0.133333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.266666666666667,0.0,0.666666666666667,0.0,0.0666666666666667,0.0,0.133333333333333,0.0666666666666667,0.0666666666666667,0.133333333333333,0.0,0.0,0.0,0.0666666666666667,0.0,0.0,0.0666666666666667,0.0,0.0,0.133333333333333,0.2,0.266666666666667,0.0,0.133333333333333,0.0,0.0,0.0,0.0,0.133333333333333,0.0,0.0666666666666667,0.0,0.133333333333333,0.2,0.0,1.0
Q3,0.0,0.0,0.14285714285714302,0.14285714285714302,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0714285714285714,0.0,0.0714285714285714,0.0,0.3571428571428571,0.0,0.0714285714285714,0.0714285714285714,0.14285714285714302,0.0,0.0,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0,0.6428571428571429,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.14285714285714302,0.0,0.0,0.0,0.0,0.14285714285714302,0.0,0.0,0.0,0.0,0.14285714285714302,0.0714285714285714,0.28571428571428603,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.214285714285714,0.0,0.214285714285714,0.0714285714285714,0.0714285714285714,0.14285714285714302,0.0,1.0
Q30,0.0,0.0,0.14285714285714302,0.0714285714285714,0.0,0.0,0.0,0.0,0.14285714285714302,0.0,0.0,0.0,0.17857142857142802,0.0,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.0,0.0,0.0357142857142857,0.0,0.0,0.25,0.0,0.6428571428571421,0.0,0.0357142857142857,0.0,0.14285714285714302,0.0714285714285714,0.0357142857142857,0.0714285714285714,0.0357142857142857,0.0,0.0,0.0357142857142857,0.0,0.0,0.0714285714285714,0.0714285714285714,0.0,0.14285714285714302,0.214285714285714,0.214285714285714,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,0.0357142857142857,0.0,0.0714285714285714,0.214285714285714,0.0,1.0
Q31,0.0,0.0434782608695652,0.130434782608696,0.17391304347826098,0.0,0.0434782608695652,0.0,0.0,0.17391304347826098,0.0,0.0,0.0,0.304347826086956,0.0,0.130434782608696,0.21739130434782603,0.0869565217391304,0.0,0.0,0.0,0.0869565217391304,0.0,0.0869565217391304,0.0,0.7391304347826079,0.0,0.0434782608695652,0.0,0.0869565217391304,0.0,0.0,0.130434782608696,0.0434782608695652,0.0,0.0,0.0434782608695652,0.0434782608695652,0.0,0.0434782608695652,0.130434782608696,0.0,0.0869565217391304,0.0869565217391304,0.21739130434782603,0.0,0.0,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.21739130434782603,0.0,0.0,0.17391304347826098,0.0,1.0
Q32,0.0,0.0,0.0,0.111111111111111,0.111111111111111,0.0,0.0,0.0,0.0555555555555556,0.0,0.0,0.0,0.0555555555555556,0.0,0.0555555555555556,0.0555555555555556,0.0,0.166666666666667,0.0555555555555556,0.0,0.0,0.0,0.0555555555555556,0.0555555555555556,0.5,0.0,0.0555555555555556,0.0555555555555556,0.166666666666667,0.0,0.0,0.0555555555555556,0.0555555555555556,0.0,0.0,0.0,0.0,0.0,0.0555555555555556,0.111111111111111,0.0,0.166666666666667,0.166666666666667,0.222222222222222,0.0,0.166666666666667,0.0555555555555556,0.0555555555555556,0.0,0.0,0.111111111111111,0.166666666666667,0.0,0.0,0.0,0.0555555555555556,0.0,1.0
Q4,0.0,0.17647058823529396,0.0,0.11764705882352902,0.0,0.0,0.0,0.0,0.11764705882352902,0.0,0.0588235294117647,0.0,0.23529411764705901,0.11764705882352902,0.0588235294117647,0.11764705882352902,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.588235294117646,0.0,0.0588235294117647,0.0,0.23529411764705804,0.0,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0,0.0,0.0588235294117647,0.11764705882352902,0.0,0.23529411764705804,0.17647058823529396,0.23529411764705804,0.0588235294117647,0.11764705882352902,0.0,0.0,0.0588235294117647,0.0,0.0588235294117647,0.11764705882352902,0.0588235294117647,0.0,0.0,0.17647058823529396,0.0,1.0
Q5,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.0,0.0,0.0,0.0434782608695652,0.130434782608696,0.0,0.0434782608695652,0.0,0.130434782608696,0.0,0.0,0.0434782608695652,0.0,0.0434782608695652,0.0,0.0434782608695652,0.0,0.0,0.21739130434782603,0.0,0.4782608695652171,0.0,0.0434782608695652,0.0,0.0869565217391304,0.0434782608695652,0.0,0.0434782608695652,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0869565217391304,0.0869565217391304,0.0,0.0869565217391304,0.130434782608696,0.130434782608696,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.0,0.0,0.21739130434782603,0.0434782608695652,1.0
Q6,0.0,0.0,0.2,0.0666666666666667,0.0,0.0,0.0,0.0666666666666667,0.133333333333333,0.0666666666666667,0.0,0.0,0.0666666666666667,0.0,0.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133333333333333,0.0,0.6666666666666661,0.0666666666666667,0.0,0.0,0.2,0.0,0.0666666666666667,0.0,0.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666667,0.0,0.2,0.2,0.2,0.0,0.133333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666667,0.0,0.133333333333333,0.133333333333333,0.0,1.0
Q7,0.0,0.0,0.0833333333333333,0.25,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.25,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.5,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.166666666666667,0.0,0.166666666666667,0.0833333333333333,0.0,0.0833333333333333,0.166666666666667,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0833333333333333,0.0,1.0
Q8,0.0,0.0,0.0526315789473684,0.0526315789473684,0.10526315789473699,0.0,0.0,0.0,0.0526315789473684,0.0,0.0526315789473684,0.0,0.21052631578947398,0.0,0.10526315789473699,0.10526315789473699,0.0526315789473684,0.21052631578947398,0.0526315789473684,0.0,0.0526315789473684,0.0526315789473684,0.10526315789473699,0.0526315789473684,0.578947368421052,0.0,0.0526315789473684,0.0526315789473684,0.157894736842105,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0,0.10526315789473699,0.0,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.157894736842105,0.157894736842105,0.21052631578947398,0.0,0.31578947368421,0.0,0.0526315789473684,0.0,0.0,0.10526315789473699,0.157894736842105,0.157894736842105,0.0,0.0526315789473684,0.21052631578947398,0.0,1.0
Q9,0.0,0.0769230769230769,0.153846153846154,0.153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.153846153846154,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.461538461538461,0.0,0.0769230769230769,0.0,0.153846153846154,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.153846153846154,0.0,0.153846153846154,0.153846153846154,0.23076923076923103,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.23076923076923103,0.0,0.0,0.0,0.0769230769230769,0.153846153846154,0.0,1.0
