,Correlation,p-value,L1 Loss
44ed68ef8f307b4fa68177b5ae02ccea,0.422,0.0,0.99
d17785418a261ee5ee03e8ee7b01e7e0,0.432,0.0,1.05
6f370e461c22f612fa1f970242b085b3,0.554,0.0,0.84
48ec4381852aa7399ceee39bf1034284,0.636,0.0,0.67
e5c804b41c6b86876ae2ba693d7dc1a3,0.644,0.0,0.91
b23844bd57855693c9c47ed59f9fa7ec,0.302,0.002,1.13
de775f42c7ad1cd7948cf1ade60cc2a4,0.457,0.0,1.06
4c81c350a66fd8ca841a7ab93c7d7870,0.398,0.0,0.83
f21d1373cabd12fb2a3efedc68df5c3c,0.392,0.0,0.96
18ae2a5a7c73e650453da300ff7709c5,0.445,0.0,0.73
5a99aff2f101213e08456d684aabe697,0.568,0.0,0.89
56cb1f71a759292ca43ad55c54ce015a,0.633,0.0,0.72
b8e0f9461932d1799f1252f633d01f48,0.299,0.002,1.06
45bf8f0c21edc4ab5297d7f0033d5718,0.414,0.0,1.06
8d66d77e78f3241b12aa6b10e38486ec,0.474,0.0,1.03
01acca99acc2c15b5448e35319894818,0.431,0.0,0.95
9a247d871fb553f7586bc89c03f822c8,0.42,0.0,0.99
d07aa1942519f41a3278ff6d367629a7,0.388,0.0,0.72
c16f5600f3e3735774b0cbb9bbe0bd88,0.282,0.004,0.78
888e0aac5e11f087e9fad4c797e3a162,0.402,0.0,0.74
3eb35152f962631b7a3d689fadfc6bd2,0.381,0.0,0.95
f04c56e6f58570802881c6823e7310f3,0.379,0.0,0.74
161d6bb08fdafa3a2a568b0373ec304a,0.537,0.0,0.88
d93ad980a7df9400a1fc65b2dc336040,0.418,0.0,0.95
850fb332c44e5078939fafd200bacb1d,0.523,0.0,0.89
255762db2d11ce8621e636695b4e407e,0.632,0.0,0.99
d5e8a963a3a0a885e1050d89f6ddd476,0.298,0.003,1.2
98c3c72091b496ca99d9792e2cafe61b,0.431,0.0,0.77
7ab3673580dc4397dbe300407086e78e,0.329,0.001,1.18
464a7fb5a271bd4c1b611089d58f74af,0.228,0.022,0.88
0fc7cc8d6aef67d63073aa059f8b27d4,0.46,0.0,1.13
edb1d75bb6795b34768d4902e55f3b9c,0.22,0.028,1.04
1f81341e9f258782b1664e03abd9d148,0.306,0.002,1.19
101a48713aeed2b42f695363f113c55f,0.456,0.0,0.89
85af456b8d06293b637c77d26d65f2b7,0.498,0.0,0.79
1a221d02cf81b0161be63833931ee059,0.675,0.0,0.75
0aa788d7e354fd71c6f5e1e0dbec6829,0.367,0.0,0.74
8f9d925731a02387afa0c30173623988,0.339,0.001,1.04
52963f8c115e0862757326c77b384275,0.167,0.096,0.72
365206b887eec7351601f3a9147dc66f,0.573,0.0,0.9
4d3870f01d8339b0b994757eab6eece5,0.287,0.004,1.21
283bfcce61ce634452110ebd7efa5168,0.318,0.001,1.14
e90f89ea897338b0da51302b4936bbfd,0.589,0.0,0.84
c5ddfc76f70977c9bbd6c2152cac6cea,0.42,0.0,0.97
568edb97f2bac51a39a5a9d501112109,0.487,0.0,0.86
1cdd7d5effe9ebae254db24e94bf60fc,0.65,0.0,0.81
d94f2f4a04d3cc116ded5672cc95ba57,0.43,0.0,0.87
0f6046c991ff16b82d1365b2fd52baba,0.311,0.002,1.15
904fe6109740a0ab5296e5778e2e5124,0.188,0.061,1.53
a7f16406f6c54044990ea1a4740bc827,0.428,0.0,0.86
4cfe1fa728ee800ef6aa93b7bb21c790,0.5,0.0,1.08
c8e5a260d2bc4dbc8ddc077658de22e6,0.409,0.0,1.13
d13216f5a0d94f38308a2bf491b7fd6b,0.225,0.025,0.76
962fbf6562c85139e03ce620cc1673c7,0.648,0.0,0.86
9138bdac5e67b2da3fee5e5454e6981f,0.408,0.0,0.79
c677d5805b7d21b9d83b08b0ea2614df,0.409,0.0,1.1
0e1902c8a8b89c402b7dc0d68e518c0e,0.286,0.004,0.95
720612a5372fd87fa9ddb2374decafde,0.56,0.0,1.02
05247194ff43a822b64d38af76f14c86,0.574,0.0,1.02
c5559438959d08ace94e1e016a8d4a8a,0.238,0.017,1.09
a3719c2f0c3b3516f6a1b255ede9f7ba,0.37,0.0,0.93
824524d0184454837def09a96479acd5,0.547,0.0,0.94
f522abbab448f03edc295b384eb312c6,0.501,0.0,0.54
05c5d565d2fca14c2ae5cde9f36ff2f8,0.467,0.0,0.91
296e3ac4a9aa898c7cc7feedcbd1e8a1,0.341,0.001,1.11
731a46213b6aeed0a11a8bc76e126768,0.682,0.0,0.71
217ee97fcd7d2c82b815e38141a741ba,0.459,0.0,1.01
3e21dea8d7aa11122393ea3fc44d4aee,0.424,0.0,0.86
65a412d0e8b0f7f6ea50fb399b27f633,0.365,0.0,1.16
26ffabafd5302e85ab474a89755a9507,0.332,0.001,0.96
b06fbda1097ed2d2583253d8fd8cac8e,0.248,0.013,0.78
d3e11a8ee5eaa15c68aa7060590627ae,0.679,0.0,0.89
4d1674964e07d348f9b70650f3d4ef07,0.556,0.0,0.84
6532778d8f8efed3fbc8c476392cd398,0.489,0.0,0.9
396d152661f1836bb4646251dad962bd,0.508,0.0,0.83
449a4ce2032ab15d7322ed45c03f012c,0.519,0.0,0.8
e50b49e5ecc30b1d049d48ce2ac3587f,0.571,0.0,0.98
6db982a2139475c0aa2c9799eca398bf,0.449,0.0,0.67
d094aedd412e4ceb0f930403c13d782e,0.599,0.0,0.73
a9de3b8e29f22a4a73516cb1e43a892b,0.712,0.0,0.71
602bef6398eb5ad85cc9d634343e9182,0.413,0.0,0.84
f46d9eda375f99b8edee9b0ca9e44f09,0.187,0.062,1.2
11afbc21ea4e429d1f9d2d9c42f0efda,0.68,0.0,0.83
4c10857b066846a68e3b39af66eef728,0.377,0.0,0.92
97a074b93370d4acfbd19cab6a9bc362,0.328,0.001,0.89
dd0d8f8e95a3c4ff812001c0cf6e8531,0.471,0.0,0.82
e4b8846c61b6d3c111ae6b13e2918374,0.501,0.0,0.78
3e65c66bcb609ade7166bda7836d52aa,0.544,0.0,0.58
dd316883300a5c52fdccc49424781122,0.631,0.0,0.91
89d7dbaa8b8edcc44c3c8436970ed5a4,0.296,0.003,1.02
9579cf982c81d05a333541072239c28d,0.655,0.0,0.77
08025b01c2e7638b4d9533216ab0665d,0.369,0.0,1.12
c1527904f90a8007673c6a2a1f90f8a4,0.347,0.0,1.26
f1cb31547e54031e8f8ecc773356daf8,0.529,0.0,0.72
50ff64320ba308341e05e18385c50866,0.566,0.0,0.59
4cddce1fadc8e3b8d528d3fa7c5c5b82,0.287,0.004,0.79
b650f2fbd5fc6a445cb2b886d5c1bf24,0.561,0.0,1.04
34ae79fcff879259d784a2c4d4796e57,0.51,0.0,0.73
0493a74d300927ac4320401560748259,0.3,0.002,0.82
4b2388e2f678d34d1f1dc2f67a8e477e,0.445,0.0,0.83
cd69928e695b75273c4a7ce2a8d58ee9,0.45,0.0,0.76
7b1f1366aeb2c7a5cbf1b3b61ab666f8,0.208,0.038,0.63
914eeef9de03c9a45ab613ae12ef3b4d,0.543,0.0,0.53
d6364dc35acff642b47fba41d280c09a,0.304,0.002,0.76
d0ecdfde30aa1e11bf254865996b3cac,0.527,0.0,1.04
26eac365665950e5cf68cc0d5e6dc4e2,0.198,0.048,1.22
2778bd6d228883f840b57291b11d73e4,0.55,0.0,0.69
3ed04d936796eb6fdc8342eb7bdaa9b5,0.233,0.02,0.69
b0a161eb7a22fbbbc9f4dce591e33d2c,0.361,0.0,0.83
f4cdd532f3db6b59aa8c9357a09095c9,0.414,0.0,0.93
7d63b3624d3b0c1392ef28f4df2642fd,0.581,0.0,1.02
e1c93a3dce6f4ad11c09460fad8b152e,0.272,0.006,1.0
d0cb6a22e62caf72d632cbe5f15a57a5,0.644,0.0,0.82
02e564f3b6bfbbd69fecfde7a8624f7c,0.671,0.0,0.87
ab7d668b2621d092b392ad8c930545ae,0.499,0.0,0.9
88fc99d7ec9c9208e553f3da30a05c1f,0.416,0.0,0.78
bfe303ac77da671adfb473a4dfe51540,0.245,0.014,0.88
3e91952ed45f513a4b33b719c6c01600,0.36,0.0,0.89
8f3c552afe98b6fa869679b0f6e36fcd,0.681,0.0,0.89
12134f3776d65d6a28c0b07d976ad4b7,0.363,0.0,0.83
53b054088be9eafb383a6d417a005931,0.366,0.0,1.09
a7963af8b22b131bf81a217a7b8771ff,0.489,0.0,0.6
52e888dc28d8db5679dca623b96ed74f,0.341,0.001,0.9
f9657ad1e3e549707f41fd2f327bc16f,0.454,0.0,1.34
ced290d562153448f6ea4d6134cd527c,0.52,0.0,0.75
10071f7db056f6edeeb292b73268864d,0.279,0.005,0.94
a6fb3c3b079393e9d341579a71652031,0.437,0.0,0.96
7ce4a3cf79f76435d794798e54133650,0.409,0.0,1.11
ec2216b790799dfb0d709a0da851292d,0.748,0.0,0.74
52fd19d302ee56d7b2bfea9ada883a98,0.632,0.0,0.97
ab21cdfb849f3f102db8b83522dd2c58,0.16,0.113,1.04
1cb815187014e7a5d755f86ac4799730,0.502,0.0,0.86
30b10f7f7410ee673b5920e6fdb7386a,0.369,0.0,1.3
b485fdaf28599db0ef6b1b25184213c1,0.477,0.0,1.0
34ec389c04d695d8adbd15a4a7bf9443,0.402,0.0,0.88
d54ffc39a54746657f419120fe4a0ce6,0.245,0.014,0.87
c4623d54027271943ecba1bab8e68772,0.58,0.0,0.48
18c5475d334a98cf37c94105feb20511,0.492,0.0,0.94
c0fe326959023e19870bdff47bec345e,0.412,0.0,0.94
0bd986b9fbce2f7d65e77248b526aada,0.153,0.129,0.95
2fa5305cc43a95b8ceafe71adafc5798,0.301,0.002,1.21
c19788ce264354c25c961223622e7c45,0.397,0.0,0.78
99303f5e2e8214173d92d6b178f21765,0.376,0.0,1.16
63b90fba37887a8779834bb1f026d977,0.44,0.0,0.83
9c13158a25b3404bccb7e1d170d874ad,0.407,0.0,0.99
57774c4264e37981eb74804b8d180b2d,0.67,0.0,0.59
c8cb835c797f01033517717a394fdfa2,0.544,0.0,0.91
0275f4aeb682ef42ee51521b769caff4,0.31,0.002,0.83
8d388af130824c4954a1b33e41a95d09,0.389,0.0,1.08
abbb39426d88a2cd54c199facb85f88a,0.416,0.0,1.1
8167dce1477872510fa25fdfecd2b5aa,0.0,0.0,0.0
8a0fdf6cb913300cd0a5168d392123c4,0.573,0.0,1.01
74ea70f50ba2754cf6e49aa1e3418b37,0.188,0.061,0.88
4fa55d4c749388e019a3f7beaada54bf,0.552,0.0,0.57
7b4f7e0642acdbb9150746aa765e6951,0.337,0.001,0.91
153286671094d24d6b42c45443c353b6,0.429,0.0,1.0
8bf051c9da3927f0f303c47ed423cf85,0.433,0.0,0.83
02b525787f2a0f48b9d9e0156e61cba4,0.401,0.0,1.08
18d2e57e8c4dec715b6e363d80ee8b9f,0.578,0.0,0.91
966d3c7ffec63b0a6bff473396e0a11f,0.652,0.0,0.96
163fa45afea3a0a8046a443ab6d4009f,0.368,0.0,1.14
900b2fd79442229199c04560b4c37964,0.407,0.0,1.01
332d76363c1124586cc90564787c0644,0.486,0.0,0.61
e21b4fbb3ddddcf2a7b2ff6b25d5aacc,0.478,0.0,0.91
a674d0b980a95b43c8745c90ae944378,0.545,0.0,1.03
e679270bef252afa9e4785df6f3aefb4,0.698,0.0,0.86
5571e0d9b7df3e9bb0a284f436bf2cd8,0.605,0.0,0.79
2ebe43bd68e6eab8cd9fffdad156226c,0.608,0.0,0.99
ba0d25ca9582b85181d22df77d127f64,0.546,0.0,1.09
0d83faaf2a346e68ed75bb2aa1d76e4b,0.516,0.0,0.73
e67dab8713c28878cc40e1f4b2df65bd,0.388,0.0,1.06
c3dcf614104a24210bfac607cd63a9f2,0.513,0.0,0.87
a3cd494c6276a13b9b5e8b897f148f62,0.107,0.288,0.74
03877abd27cef24d03f0b786daf81a13,0.485,0.0,0.77
b0dffff329c5dd8da0aa9ff5c7ece901,0.521,0.0,1.08
3b19bacb028dc75b5e457fe9ac45bfe8,0.575,0.0,0.94
f068ac791bd7952e193e7e3728488de1,0.633,0.0,0.94
fad82132eb490d49ed44c637479af9de,0.569,0.0,0.75
5127fc212fc607ec4db820d176675250,0.581,0.0,0.93
b0f5d583dab37f604e1e4cdea473efa9,0.494,0.0,0.53
1d9958f9442a07ca7e0d4c2d1a7a74ab,0.482,0.0,0.79
bf52d18b545d6e3627e819f62774d458,0.308,0.002,1.12
f09217efda6fd090423e805a9670c88e,0.44,0.0,0.97
3c443aef87ee800ff8897b80a3e0a21c,0.464,0.0,0.94
9cb4428e7a848e96b602db9a8b773c32,0.703,0.0,0.82
fd9ff989f4d525b5ee8905c418421339,0.343,0.0,1.04
b6cef8b772e74e90e89a1dd99a2e2311,0.21,0.036,1.08
fa7f51d8d0d05c6eb3f750dcca76d910,0.64,0.0,0.66
7edb27e09da6422fe48774277754270f,0.45,0.0,1.02
65fc5c72849b49c9523bffb89479c3be,0.46,0.0,0.55
6871aef1e0a2038aa2a32cf05624516c,0.629,0.0,0.93
ed8ed89365915b8a5273cfe0ebc706f1,0.665,0.0,0.76
d96ff5dcbc70b9faa703a1918b526c40,0.647,0.0,0.6
89592a9cc374211d7c9a5bbd0eecdf31,0.447,0.0,0.83
938282e719784adcd0560b3a4f27d7be,0.414,0.0,0.85
847fa0c596bef9d6a51acdc88beea3a8,0.52,0.0,0.71
ca79c822a4a340230105a34d1eefa9d3,0.487,0.0,0.91
2634af60e2f903063f11386583f71f44,0.566,0.0,0.78
2f404373ebf0259409aad08adb028f31,0.722,0.0,0.85
b24ac48ac298e2cfb507f6313de0327d,0.587,0.0,0.81
cf2b161a3703f8d021413fd6e6d428ad,0.355,0.0,1.21
900246571c8cce59e2381fa56398a36b,0.344,0.0,0.84
3487f49bea968ac2eeb4b9ef31ec9276,0.296,0.003,0.93
e9222ad5a3f8fd85d38160a40fd0eca5,0.358,0.0,1.08
bd75932d579eaf18afe5ce5e1473a572,0.243,0.015,1.61
dc5af72de5f2412a9127626a5af601a5,0.527,0.0,0.95
f6fdf6b47bdcee6f83b60c213a27a3f2,0.331,0.001,0.81
8747c5dd7f5ea1553a166ff76d38c0c5,0.427,0.0,0.82
dd3f998a1c8d06873d409b3701f7fcc4,0.674,0.0,0.71
5b5b908f4d2dcac341cbeacdbe67cd80,0.469,0.0,0.86
e541fa570b5497e9b244d1b813cf1729,0.519,0.0,0.95
7d3e6aa6b803f5551af9c4ab1f529718,0.585,0.0,0.59
cf510eaed0cd5776097a4075b591909b,0.479,0.0,0.72
76555c39c3445ba31963372e18a2d050,0.637,0.0,0.69
a51dbb643d40f286976d66681a6d23d1,0.551,0.0,0.87
7a18efcf5f6e76b4dd44d4bb93bde6de,0.249,0.012,0.85
ae6aec6af9fe238d97e7a9991e26a6af,0.412,0.0,1.18
3916e38878ad20e03b27a5fc8e1ef6f1,0.488,0.0,1.11
9c9e5ee73368fc6e079c3508ca65bcad,0.199,0.047,0.75
72ea783b60b948f8b1d6f73660e8140b,0.612,0.0,0.48
0cd7c8a50c69918225968a8bc5db3dda,0.133,0.188,1.29
041c906afd2a0a26c8bfd503f2b0777e,0.608,0.0,1.05
776cbcc13675669844d97342a520490c,0.565,0.0,0.71
40575a04c3175db495a4d89b6860d809,0.172,0.088,0.96
e1daa8883a4f2cb4ca444c0a93970c96,0.271,0.006,0.82
3fe96b58e04b5bdf3cd1b06397f5d019,0.651,0.0,0.86
f804f489e2bf2af09018691bbd5a9bbc,0.392,0.0,0.85
9102c0ec28b9c72d8ce537a933ad1180,0.163,0.106,0.79
72265a88c1d9956ea6c7b49aa6e54220,0.511,0.0,0.88
0eb07fa37fc454f541d556151c4410e5,0.327,0.001,0.85
8188d20745471273fa69ba44a5b28473,0.46,0.0,0.62
8452c123803ebec8afefe41174d0f3ed,0.565,0.0,1.02
808be9e6d6e5cd1b43382c3e3c7bb8c6,0.391,0.0,0.59
7c3b2816240d462de45affc3375367b4,0.714,0.0,0.89
13086a519e9bca531d5b93f808da50f5,0.422,0.0,1.08
55b1ec1604e38ab6b2024c23396d9748,0.355,0.0,1.09
c41d1f4e11fea5a91a7ec4f73740db25,0.621,0.0,0.93
13752a8ceec49658bc5d94f4b0d6358a,0.473,0.0,1.13
884ab346f6ea57079fd195e72fe0e8b3,0.382,0.0,0.75
e56015a5c1a33cc7a99708881d2194a9,0.249,0.012,1.04
ebe08723e1102cb8e00ea668521bd692,0.517,0.0,1.05
658b4bf026c4bf60737f1beac061d2b0,0.525,0.0,0.88
fb636556477e05ab8975d36fa3eb11c9,0.466,0.0,0.75
ed18dd2eca05e669bfd5c3221c6bf683,0.635,0.0,0.85
232bb0ca29f826ea0c0e79035abe56ba,0.297,0.003,1.04
a22db03f2ec21e25f9bf2006f8801296,0.489,0.0,0.87
3def1f6dc1dbe9f2969fd65d81451617,0.488,0.0,0.94
b7def55a48cd82085f1286ad58bbd33c,0.701,0.0,0.83
c0e5e3a399e0f8189b18fdf3e5e1abaf,0.307,0.002,1.01
bbe29f80319843e135a40e8152d26f0d,0.737,0.0,0.82
56a3a7d62b6e93f32bee77fafe90e9a3,0.266,0.007,0.85
48db1b0f4ee389cb8d02f70ef49a56dd,0.333,0.001,1.01
31c5950bab113f21a974be5f08f33300,0.093,0.356,1.18
b6ae2e501eee198d6412c41629fd397f,0.363,0.0,1.01
f351bc4c33fcd7ae4ff19cf8c560b1d7,0.524,0.0,0.97
e891f81ae7d30e3ef6b75f9d12096ef1,0.326,0.001,1.08
9e000802f7ed0df67e95d94026a16665,0.201,0.045,0.84
1233f942f5ca4ed19dc532ac1cbacef9,0.425,0.0,0.93
d67da9b3410193243424d05c020b65ff,0.473,0.0,0.99
bf8f825f3daa5f3e62801bd64c4efd5f,0.547,0.0,0.99
8a1c71c937b9a01c6983d86a4396a240,0.578,0.0,0.69
d00089de1b40cf3041b47fc464a66ce8,0.395,0.0,0.78
85eb465a06b94a0cc3a1348f38e80b8b,0.667,0.0,0.74
923c4f5da95a8277d9b7143b53369b70,0.66,0.0,0.74
0dc1cda811052b2117c2d81edf1d9f5c,0.471,0.0,0.75
f43d1b92ed937484f2345136e641d862,0.437,0.0,1.01
601b4b31e09b29c3f1232011d32f1e52,0.512,0.0,0.65
e5e9690da08296378d85e88e53641f40,0.605,0.0,1.05
2e563610ab970f5296a768e857573ea6,0.415,0.0,0.78
fd65d338c7d86212619e40a70eb2f357,0.358,0.0,1.03
e0c484bbf3b6df0ea4092b5759008e9b,0.527,0.0,1.04
34784e7a7e9e15111daa67980e877b94,0.562,0.0,1.0
d59d975908c437159b47feb8d4e97b5c,0.586,0.0,1.08
77fbf63980fb7e523d750736bf456be0,0.523,0.0,0.86
0c242c62e4c0ed051d218e2fc2ea066a,0.307,0.002,1.03
6ba98be2ddcac7c62079b5a75a341864,0.535,0.0,0.93
723d25149b78e7f77f1231b7126adeba,0.411,0.0,0.79
f129f2f0a7ee78b3c1a58ac16d585323,0.486,0.0,0.94
433849e303e2075cc7a31fcb7572ab2b,0.673,0.0,0.82
463831fd0cdb07660dcbce6fee92e7e9,0.463,0.0,0.71
7e0ec658ea014757cbb47ea94a401f3d,0.696,0.0,0.76
94857aaef392e79e2000baf3fc78261d,0.193,0.054,1.48
51d5bf2f71ca352ca68ee1a55202047f,0.532,0.0,0.85
a1cb9855b39359a6821463e51b12f849,0.584,0.0,0.78
a7a6be0ad51265694828e6c52c7b6501,0.683,0.0,0.84
fdd59fbb907c5eb218de8b77cd0570c9,0.696,0.0,0.93
131a0553633648d414bf82db6822cb80,0.327,0.001,1.09
c9a40a631feab1667816d615ea84392a,0.298,0.003,1.01
8da23444510e59194110516ec59edee4,0.606,0.0,0.79
45e8aa3d8b8eb9e4e1566102876eec33,0.213,0.033,1.03
77871b479982bf7d396b9c6f75e48d47,0.559,0.0,0.87
300bcde551d584542539579526be55f1,0.586,0.0,0.92
07b3d20642df164598fb32c7cf902fac,0.286,0.004,0.99
88d0bba9122bcda8ac5613d4e0bf82af,0.635,0.0,0.82
38fb34864338d65aa69e197c80493667,0.66,0.0,0.84
ecbd98a4f3540c04e8c55be145cb4251,0.399,0.0,1.13
2fffa1a20397ad44e7e433fd037f1ef4,0.287,0.004,0.93
7a4664936407a99b38430ff73f21abd2,0.584,0.0,0.83
e8d5a46fb1b02b2979e9e0fc23ee4912,0.574,0.0,0.95
0e832535864dccd979d0c214bacecd43,0.249,0.013,1.2
854d48514e03c71fa1bd21580f993285,0.316,0.001,0.98
9449a003213819da92db074e4ef0d15f,0.411,0.0,1.01
1174bcba550e9d1754410f71665f881a,0.666,0.0,0.89
5aaf392fdc29694121653518e4cb7c10,0.356,0.0,0.94
2d15420c4e117da0a7e350b22e9093f4,0.108,0.285,1.34
5fc580deb5e17b457c3bbe3dfd3f7a9d,0.515,0.0,0.98
dff11d3a7f9f184fa8b81a7454f27964,0.325,0.001,0.77
25904097827d044706ca93f4f57a4208,0.613,0.0,1.02
c759cc36ed61f6cfad0133dc4ec7374c,0.463,0.0,0.9
fbcf53883411b87ec14110a68dbdc0f0,0.498,0.0,0.96
a733f62fe130e3742e8d053c2164853b,0.471,0.0,0.96
3826ce219eb6971471951d52beddc755,0.528,0.0,0.87
d7ddd7a61fc7d801ce1763cd90d35937,0.61,0.0,0.82
02e0a045f4fde5f15d33287dc464eb61,0.636,0.0,0.9
9ebeb6803fa76a2e905a5caab5489934,0.437,0.0,1.14
7c5637d7c433a726ad578a7d4cc15327,0.359,0.0,0.81
75d257248dd609235770c132ce49e615,0.574,0.0,0.79
885a72a66c601b5851dd7d5892bb83ec,0.255,0.01,1.01
e44d146bb66a2330f3387cb0c49463b2,0.559,0.0,0.9
46db0f0adbea90f04454d233ed66805b,0.392,0.0,0.57
16e5157e5a54c8e42c330041630c9aa5,0.219,0.028,0.91
42515286356a0b35c2115ceac0d3ecc7,0.447,0.0,0.77
bd7dfd07149a467dcdfc431c71e49116,0.606,0.0,0.76
3f7be8991851d440b6310bf71c8239ec,0.412,0.0,1.13
c748f6a6d674a138e60cbae81ba55b7d,0.471,0.0,1.13
317120efb4e56000fcd1572743b6019e,0.482,0.0,0.68
14b2dae4fdcf31c96aefd3f94f9c13c2,0.546,0.0,0.64
a8fa4c073dd93f8986eac2a528733a71,0.714,0.0,0.64
4c42e38282594cd6746c84f9202d5433,0.548,0.0,0.99
32b904e487eeb34fd6fa9058686b35b5,0.634,0.0,1.01
bc2de94917de989928c742cb06168a39,0.609,0.0,0.6
d17e6daf79022e809dacf5ef8eff44bd,0.418,0.0,1.07
a486448dbcd2412b04af314c116e503a,0.439,0.0,0.5
c35379f57af0ce430b1d0f79e2653b31,0.376,0.0,0.64
59cf623221ce2c2ee1b9e5f300aeb531,0.512,0.0,0.77
1b567c5d71330477152fb2a0b63bd943,0.322,0.001,0.73
a7be4a3161f5d1ccf762185f9ff549cf,0.402,0.0,0.87
526ac2635cb3f5e0ee5d7424e83e9107,0.439,0.0,0.8
c7a14bd7d9edd2a1bbfb57d4d17f5379,0.712,0.0,0.51
9dc6eedec039edf1d41608e47ef94979,0.397,0.0,1.15
f2463e7d7270de157c96539e8546220d,0.34,0.001,0.98
d8146d1391841b7d2ebdf5544c8aebea,0.33,0.001,0.88
cdde1801f4100aea8b9818ffc88da34b,-0.006,0.954,1.07
